time,signal
0.0,-152.5760040283203
4e-06,152.50150402635336
8e-06,0.3725000098347664
1.2e-05,0.3725000098347664
1.6e-05,0.2980000078678131
2e-05,-0.22350000590085983
2.4e-05,0.819500021636486
2.8e-05,0.07450000196695328
3.2e-05,0.44700001180171967
3.6e-05,0.07450000196695328
4e-05,0.7450000196695328
4.4e-05,0.0
4.8e-05,0.5215000137686729
5.2e-05,0.0
5.6e-05,0.6705000177025795
6e-05,-0.07450000196695328
6.4e-05,0.5960000157356262
6.8e-05,0.14900000393390656
7.2e-05,0.5960000157356262
7.6e-05,0.14900000393390656
8e-05,0.5215000137686729
8.4e-05,0.2980000078678131
8.8e-05,0.5215000137686729
9.2e-05,0.14900000393390656
9.6e-05,0.5215000137686729
0.0001,0.22350000590085983
0.000104,0.3725000098347664
0.000108,0.22350000590085983
0.000112,0.44700001180171967
0.000116,0.22350000590085983
0.00012,0.3725000098347664
0.000124,0.2980000078678131
0.000128,0.3725000098347664
0.000132,0.2980000078678131
0.000136,0.3725000098347664
0.00014,0.2980000078678131
0.000144,0.3725000098347664
0.000148,0.3725000098347664
0.000152,0.2980000078678131
0.000156,0.3725000098347664
0.00016,0.3725000098347664
0.000164,0.2980000078678131
0.000168,0.3725000098347664
0.000172,0.3725000098347664
0.000176,0.3725000098347664
0.00018,0.3725000098347664
0.000184,0.3725000098347664
0.000188,0.3725000098347664
0.000192,0.2980000078678131
0.000196,0.2980000078678131
0.0002,0.22350000590085983
0.000204,0.2980000078678131
0.000208,0.2980000078678131
0.000212,0.3725000098347664
0.000216,0.3725000098347664
0.00022,0.2980000078678131
0.000224,0.2980000078678131
0.000228,0.3725000098347664
0.000232,0.3725000098347664
0.000236,0.3725000098347664
0.00024,0.3725000098347664
0.000244,0.3725000098347664
0.000248,0.2980000078678131
0.000252,0.2980000078678131
0.000256,0.2980000078678131
0.00026,0.3725000098347664
0.000264,0.2980000078678131
0.000268,0.2980000078678131
0.000272,0.2980000078678131
0.000276,0.3725000098347664
0.00028,0.2980000078678131
0.000284,0.2980000078678131
0.000288,0.2980000078678131
0.000292,0.3725000098347664
0.000296,0.2980000078678131
0.0003,0.3725000098347664
0.000304,0.2980000078678131
0.000308,0.2980000078678131
0.000312,0.2980000078678131
0.000316,0.3725000098347664
0.00032,0.44700001180171967
0.000324,0.44700001180171967
0.000328,0.2980000078678131
0.000332,0.2980000078678131
0.000336,0.2980000078678131
0.00034,0.3725000098347664
0.000344,0.3725000098347664
0.000348,0.3725000098347664
0.000352,0.2980000078678131
0.000356,0.3725000098347664
0.00036,0.2980000078678131
0.000364,0.2980000078678131
0.000368,0.2980000078678131
0.000372,0.2980000078678131
0.000376,0.3725000098347664
0.00038,0.2980000078678131
0.000384,0.3725000098347664
0.000388,0.2980000078678131
0.000392,0.2980000078678131
0.000396,0.3725000098347664
0.0004,0.2980000078678131
0.000404,0.2980000078678131
0.000408,0.2980000078678131
0.000412,0.3725000098347664
0.000416,0.2980000078678131
0.00042,0.3725000098347664
0.000424,0.2980000078678131
0.000428,0.3725000098347664
0.000432,0.2980000078678131
0.000436,0.2980000078678131
0.00044,0.2980000078678131
0.000444,0.2980000078678131
0.000448,0.3725000098347664
0.000452,0.3725000098347664
0.000456,0.3725000098347664
0.00046,0.2980000078678131
0.000464,0.2980000078678131
0.000468,0.3725000098347664
0.000472,0.3725000098347664
0.000476,0.3725000098347664
0.00048,0.3725000098347664
0.000484,0.2980000078678131
0.000488,0.2980000078678131
0.000492,0.3725000098347664
0.000496,0.2980000078678131
0.0005,0.3725000098347664
0.000504,0.3725000098347664
0.000508,0.2980000078678131
0.000512,0.2980000078678131
0.000516,0.3725000098347664
0.00052,0.2980000078678131
0.000524,0.2980000078678131
0.000528,0.3725000098347664
0.000532,0.2980000078678131
0.000536,0.3725000098347664
0.00054,0.3725000098347664
0.000544,0.3725000098347664
0.000548,0.2980000078678131
0.000552,0.3725000098347664
0.000556,0.3725000098347664
0.00056,0.2980000078678131
0.000564,0.2980000078678131
0.000568,0.3725000098347664
0.000572,0.2980000078678131
0.000576,0.3725000098347664
0.00058,0.3725000098347664
0.000584,0.3725000098347664
0.000588,0.3725000098347664
0.000592,0.2980000078678131
0.000596,0.3725000098347664
0.0006,0.2980000078678131
0.000604,0.2980000078678131
0.000608,0.3725000098347664
0.000612,0.2980000078678131
0.000616,0.3725000098347664
0.00062,0.3725000098347664
0.000624,0.2980000078678131
0.000628,0.3725000098347664
0.000632,0.3725000098347664
0.000636,0.2980000078678131
0.00064,0.3725000098347664
0.000644,0.3725000098347664
0.000648,0.3725000098347664
0.000652,0.3725000098347664
0.000656,0.2980000078678131
0.00066,0.3725000098347664
0.000664,0.2980000078678131
0.000668,0.2980000078678131
0.000672,0.3725000098347664
0.000676,0.2980000078678131
0.00068,0.2980000078678131
0.000684,0.3725000098347664
0.000688,0.2980000078678131
0.000692,0.2980000078678131
0.000696,0.2980000078678131
0.0007,0.2980000078678131
0.000704,0.3725000098347664
0.000708,0.2980000078678131
0.000712,0.3725000098347664
0.000716,0.2980000078678131
0.00072,0.3725000098347664
0.000724,0.2980000078678131
0.000728,0.2980000078678131
0.000732,0.2980000078678131
0.000736,0.3725000098347664
0.00074,0.2980000078678131
0.000744,0.3725000098347664
0.000748,0.3725000098347664
0.000752,0.3725000098347664
0.000756,0.3725000098347664
0.00076,0.2980000078678131
0.000764,0.2980000078678131
0.000768,0.3725000098347664
0.000772,0.2980000078678131
0.000776,0.3725000098347664
0.00078,0.3725000098347664
0.000784,0.3725000098347664
0.000788,0.2980000078678131
0.000792,0.3725000098347664
0.000796,0.2980000078678131
